name,years_experience,skills,education,graduation_year,graduation_percentage,tenth_percentage,twelfth_percentage,tenth_school,twelfth_school,tenth_passing_out_year,twelfth_passing_out_year,Criteria_Label
Rohan,15,"SQL, Python, Big Data, PyTorch, R, Statistical Analysis, Apache Spark, TensorFlow",M.E in Statistics at BITS Pilani,2002,75.81,93.63,88.9,head School,performance Higher Secondary School,1997,2001,1
Sanya,6,"Hadoop, Predictive Modeling, Natural Language Processing (NLP), Apache Spark, Pandas, Data Visualization, Scikit-learn, Deep Learning",B.E in Statistics at IISc Bangalore,2008,76.11,76.4,86.53,prevent School,star Higher Secondary School,2006,2007,1
Kiran,12,"Deep Learning, PyTorch, Statistical Analysis, Hadoop, Matplotlib, SciPy, Machine Learning, Python",M.Tech in Statistics at NIT Trichy,2011,94.15,81.45,78.17,prevent School,teach Higher Secondary School,2007,2009,1
Rahul,4,"Matplotlib, Predictive Modeling, Data Mining, Pandas, PyTorch, Big Data, Keras, Power BI",B.E in Statistics at IIFT Delhi,2015,69.67,94.65,91.37,miss School,study Higher Secondary School,2012,2014,0
Yash,3,"Natural Language Processing (NLP), NumPy, Deep Learning, Matplotlib, Tableau, SQL, TensorFlow, Time Series Analysis",B.E in Statistics at IIFT Delhi,2013,87.93,93.75,83.27,win School,billion Higher Secondary School,2011,2009,0
Pranav,5,"Statistical Analysis, Scikit-learn, Data Mining, Hadoop, Matplotlib, PyTorch, Deep Learning, SQL",B.Sc in Statistics at BITS Pilani,2013,90.37,73.64,62.08,them School,nothing Higher Secondary School,2009,2009,0
Pranav,9,"Natural Language Processing (NLP), TensorFlow, Matplotlib, R, Tableau, Apache Spark, Python, PyTorch",B.Tech in Statistics at IIT Bombay,2001,88.32,85.95,77.88,spring School,better Higher Secondary School,1999,2000,1
Rahul,12,"NumPy, Statistical Analysis, Matplotlib, SciPy, Big Data, Power BI, Deep Learning, Keras",M.Sc in Statistics at IISc Bangalore,2006,87.23,62.3,66.35,whole School,senior Higher Secondary School,2003,2002,0
Vikram,15,"Python, SQL, Time Series Analysis, Power BI, R, Keras, Hadoop, SciPy",M.E in Statistics at IIT Bombay,2007,87.24,68.49,70.41,able School,group Higher Secondary School,2002,2004,0
Ravi,4,"SciPy, Keras, Time Series Analysis, Data Visualization, Pandas, Data Mining, Hadoop, SQL",M.Tech in Statistics at IISc Bangalore,2021,74.11,78.47,90.36,son School,truth Higher Secondary School,2018,2017,0
Ravi,11,"Data Mining, Scikit-learn, Matplotlib, R, Hadoop, Python, Machine Learning, SQL",M.E in Statistics at IIM Calcutta,2014,68.08,79.99,71.67,size School,probably Higher Secondary School,2009,2013,0
Mira,4,"PyTorch, Scikit-learn, Deep Learning, Tableau, Power BI, Statistical Analysis, Python, SQL",B.Sc in Statistics at Delhi University,2012,60.38,79.89,91.14,paper School,direction Higher Secondary School,2007,2010,0
Mira,6,"Apache Spark, PyTorch, Time Series Analysis, Natural Language Processing (NLP), SQL, Predictive Modeling, Machine Learning, Tableau",B.Tech in Statistics at IIT Kharagpur,2005,81.38,83.29,84.99,forward School,without Higher Secondary School,2003,2001,1
Aryan,6,"Power BI, Apache Spark, Deep Learning, NumPy, Python, Data Visualization, Machine Learning, Natural Language Processing (NLP)",B.Tech in Statistics at IIM Lucknow,2014,93.91,80.4,91.49,onto School,three Higher Secondary School,2010,2010,1
Rohan,5,"Data Visualization, Scikit-learn, Apache Spark, Tableau, Pandas, Machine Learning, TensorFlow, Statistical Analysis",B.Tech in Statistics at Anna University,2004,81.52,72.81,81.51,bring School,hold Higher Secondary School,2001,2001,1
Aisha,0,"Keras, NumPy, Statistical Analysis, Big Data, Pandas, TensorFlow, Data Visualization, Tableau",M.E in Statistics at NIT Trichy,2001,83.01,87.72,90.03,play School,building Higher Secondary School,1998,2000,0
Aarav,12,"Power BI, Machine Learning, R, Big Data, Keras, SciPy, NumPy, Python",B.Tech in Statistics at Anna University,2004,73.3,79.19,94.51,ago School,boy Higher Secondary School,1999,2000,1
Rahul,8,"Python, Power BI, SciPy, Predictive Modeling, Big Data, PyTorch, Tableau, Natural Language Processing (NLP)",M.Sc in Statistics at NIT Trichy,2009,71.52,79.59,80.9,nothing School,wife Higher Secondary School,2006,2005,1
Neha,12,"Time Series Analysis, Apache Spark, Statistical Analysis, Hadoop, Deep Learning, Natural Language Processing (NLP), Pandas, NumPy",B.E in Statistics at NIT Warangal,2012,75.38,76.37,72.65,firm School,fly Higher Secondary School,2008,2011,1
Pranav,1,"Data Visualization, Time Series Analysis, Predictive Modeling, Power BI, Hadoop, R, Apache Spark, Big Data",M.Tech in Statistics at IIM Bangalore,2015,73.84,88.35,70.79,area School,close Higher Secondary School,2010,2012,0
Aditi,2,"Tableau, Keras, Matplotlib, SciPy, Scikit-learn, Time Series Analysis, Statistical Analysis, TensorFlow",B.Tech in Statistics at IIT Delhi,2005,64.85,70.65,84.7,voice School,each Higher Secondary School,2003,2004,0
Diya,12,"PyTorch, Scikit-learn, Matplotlib, Deep Learning, TensorFlow, Natural Language Processing (NLP), Data Visualization, Predictive Modeling",M.E in Statistics at IIT Madras,2011,79.39,83.7,88.6,he School,red Higher Secondary School,2007,2007,1
Ishita,6,"Machine Learning, Apache Spark, Natural Language Processing (NLP), PyTorch, Statistical Analysis, Data Mining, Matplotlib, Time Series Analysis",B.Sc in Statistics at IIFT Delhi,2014,73.61,61.85,92.92,within School,white Higher Secondary School,2011,2011,0
Aryan,11,"Pandas, Matplotlib, Hadoop, PyTorch, Machine Learning, Predictive Modeling, R, Python",B.Tech in Statistics at IIM Calcutta,2013,62.3,77.19,76.98,study School,Mrs Higher Secondary School,2010,2010,0
Rahul,1,"PyTorch, Power BI, Predictive Modeling, Keras, Pandas, Tableau, R, NumPy",M.Sc in Statistics at NIT Trichy,2005,64.94,92.02,77.53,coach School,concern Higher Secondary School,2002,2002,0
Pranav,12,"Keras, Tableau, NumPy, Matplotlib, Big Data, Predictive Modeling, SciPy, Deep Learning",M.Sc in Statistics at IIT Kanpur,2011,77.05,80.93,82.7,which School,interview Higher Secondary School,2006,2009,1
Pranav,3,"Pandas, Predictive Modeling, Natural Language Processing (NLP), Time Series Analysis, Data Visualization, Python, PyTorch, SciPy",B.E in Statistics at IIT Kanpur,2015,62.78,83.2,81.1,occur School,space Higher Secondary School,2011,2012,0
Aditi,3,"Keras, Big Data, TensorFlow, Predictive Modeling, Apache Spark, Hadoop, Time Series Analysis, Natural Language Processing (NLP)",B.E in Statistics at IIT Roorkee,2017,85.7,63.83,64.24,lay School,professional Higher Secondary School,2014,2013,0
Sanya,13,"Tableau, Statistical Analysis, Natural Language Processing (NLP), Power BI, Deep Learning, Data Visualization, Hadoop, TensorFlow",B.E in Statistics at IISc Bangalore,2018,77.39,73.25,71.46,method School,another Higher Secondary School,2014,2016,1
Pranav,14,"Hadoop, SQL, NumPy, Matplotlib, Scikit-learn, Deep Learning, Big Data, Keras",M.E in Statistics at IISc Bangalore,2003,84.3,88.18,70.98,his School,player Higher Secondary School,1999,1999,1
Aryan,15,"NumPy, Matplotlib, SciPy, SQL, Power BI, Keras, Scikit-learn, Hadoop",B.E in Statistics at IIFT Delhi,2003,91.51,86.5,65.95,party School,candidate Higher Secondary School,2001,2001,0
Aditi,2,"Hadoop, Data Visualization, Time Series Analysis, R, Python, Matplotlib, TensorFlow, Apache Spark",B.Tech in Statistics at BITS Pilani,2013,66.08,90.64,83.02,run School,vote Higher Secondary School,2008,2009,0
Diya,0,"TensorFlow, Deep Learning, Tableau, Keras, Machine Learning, SciPy, Hadoop, Natural Language Processing (NLP)",B.Tech in Statistics at IIT Madras,2022,86.59,87.3,67.55,future School,measure Higher Secondary School,2017,2018,0
Vikram,0,"Deep Learning, Hadoop, Keras, Data Mining, Pandas, SQL, Scikit-learn, Predictive Modeling",B.Sc in Statistics at IIT Roorkee,2019,93.8,60.1,84.99,along School,stand Higher Secondary School,2015,2018,0
Aditi,3,"Machine Learning, R, NumPy, Scikit-learn, Pandas, Hadoop, Deep Learning, SQL",M.E in Statistics at IIM Ahmedabad,2019,85.34,73.58,83.86,nor School,billion Higher Secondary School,2014,2015,0
Anaya,11,"NumPy, Big Data, Statistical Analysis, Matplotlib, Power BI, Data Mining, SQL, Scikit-learn",M.Tech in Statistics at IIFT Delhi,2010,60.31,82.91,86.51,season School,kind Higher Secondary School,2005,2008,0
Rahul,1,"Hadoop, Machine Learning, Statistical Analysis, Scikit-learn, Keras, Matplotlib, Predictive Modeling, Tableau",M.E in Statistics at IIT Bombay,2016,87.75,67.69,60.77,material School,summer Higher Secondary School,2013,2013,0
Mira,8,"Matplotlib, NumPy, Predictive Modeling, Python, R, SQL, PyTorch, Time Series Analysis",M.E in Statistics at IIM Calcutta,2014,65.98,79.36,61.85,central School,share Higher Secondary School,2012,2013,0
Vikram,12,"Pandas, Power BI, Time Series Analysis, Scikit-learn, PyTorch, Hadoop, Machine Learning, Tableau",M.Sc in Statistics at IIT Bombay,2004,91.73,84.45,78.36,adult School,wall Higher Secondary School,2001,2003,1
Kiran,11,"R, Natural Language Processing (NLP), Deep Learning, Python, Matplotlib, Time Series Analysis, NumPy, Scikit-learn",M.Tech in Statistics at BITS Pilani,2000,92.58,87.07,68.56,health School,there Higher Secondary School,1998,1997,0
Ishita,13,"Big Data, NumPy, Matplotlib, Pandas, Machine Learning, Hadoop, R, TensorFlow",B.E in Statistics at IIT Bombay,2021,60.43,89.06,69.12,body School,experience Higher Secondary School,2018,2019,0
Anaya,15,"Predictive Modeling, Machine Learning, TensorFlow, Hadoop, Deep Learning, Pandas, Scikit-learn, Apache Spark",M.Sc in Statistics at Anna University,2011,77.28,84.08,89.62,wonder School,grow Higher Secondary School,2009,2007,1
Ravi,5,"Python, Natural Language Processing (NLP), Hadoop, Statistical Analysis, Data Mining, Big Data, Power BI, PyTorch",M.E in Statistics at IIM Calcutta,2011,74.46,90.56,87.75,gas School,itself Higher Secondary School,2007,2008,1
Mira,15,"R, Keras, Natural Language Processing (NLP), Data Visualization, Data Mining, SciPy, Pandas, Statistical Analysis",B.E in Statistics at IIT Bombay,2008,94.86,67.17,68.47,cut School,develop Higher Secondary School,2005,2005,0
Pranav,8,"Statistical Analysis, Tableau, Keras, Scikit-learn, Hadoop, Predictive Modeling, Data Visualization, Deep Learning",B.Tech in Statistics at IIM Lucknow,2000,69.54,69.4,81.54,something School,indeed Higher Secondary School,1997,1998,0
Sanya,6,"Apache Spark, NumPy, SciPy, Pandas, TensorFlow, Natural Language Processing (NLP), Data Visualization, Power BI",B.Tech in Statistics at IIT Roorkee,2007,80.18,80.95,89.03,spring School,movement Higher Secondary School,2004,2004,1
Neha,6,"PyTorch, Big Data, Python, Hadoop, SQL, Pandas, NumPy, Time Series Analysis",M.E in Statistics at IIT Madras,2011,79.07,87.21,75.31,rest School,occur Higher Secondary School,2007,2009,1
Varun,2,"TensorFlow, Time Series Analysis, Predictive Modeling, Hadoop, Python, Statistical Analysis, R, Power BI",M.E in Statistics at Delhi University,2017,83.9,61.28,86.87,prepare School,most Higher Secondary School,2013,2016,0
Aryan,6,"NumPy, Pandas, R, Hadoop, Big Data, TensorFlow, Time Series Analysis, Python",M.Tech in Statistics at IIT Kharagpur,2007,78.09,62.68,68.51,spend School,for Higher Secondary School,2005,2005,0
Rohan,7,"Matplotlib, SciPy, NumPy, Natural Language Processing (NLP), Tableau, Statistical Analysis, Machine Learning, Keras",B.E in Statistics at Jawaharlal Nehru University,2013,72.31,76.63,82.11,baby School,political Higher Secondary School,2011,2009,1
Rohan,7,"SciPy, Time Series Analysis, SQL, Data Visualization, Python, Big Data, Deep Learning, Matplotlib",M.Sc in Statistics at IIT Delhi,2015,84.93,92.64,65.36,pay School,talk Higher Secondary School,2011,2014,0
Rahul,5,"Apache Spark, Time Series Analysis, SciPy, NumPy, Matplotlib, Big Data, Pandas, Data Mining",B.Sc in Statistics at IIT Roorkee,2022,87.6,93.94,83.52,and School,image Higher Secondary School,2019,2018,1
Neha,5,"Time Series Analysis, Python, NumPy, Big Data, Data Mining, Power BI, SQL, Scikit-learn",M.Sc in Statistics at IIFT Delhi,2005,69.8,78.95,76.12,state School,set Higher Secondary School,2001,2001,0
Diya,9,"Predictive Modeling, Pandas, Data Mining, Tableau, SQL, Keras, PyTorch, Matplotlib",B.Sc in Statistics at BITS Pilani,2003,81.31,89.52,84.14,official School,believe Higher Secondary School,1999,2001,1
Rahul,7,"Matplotlib, Time Series Analysis, Power BI, Big Data, TensorFlow, Machine Learning, Tableau, Keras",B.E in Statistics at IIM Ahmedabad,2022,76.41,88.71,84.4,wife School,market Higher Secondary School,2020,2018,1
Arjun,8,"Pandas, Data Visualization, Scikit-learn, Machine Learning, SQL, Data Mining, Statistical Analysis, Time Series Analysis",M.Sc in Statistics at IISc Bangalore,2015,91.81,65.15,68.39,run School,marriage Higher Secondary School,2013,2013,0
Pranav,0,"Keras, Data Mining, Tableau, Time Series Analysis, R, PyTorch, Predictive Modeling, TensorFlow",M.E in Statistics at IISc Bangalore,2019,74.61,63.8,66.59,nor School,soon Higher Secondary School,2014,2016,0
Neha,12,"Keras, Data Visualization, Pandas, Hadoop, Natural Language Processing (NLP), Big Data, Predictive Modeling, Matplotlib",M.Sc in Statistics at IIFT Delhi,2009,74.87,60.79,75.29,similar School,second Higher Secondary School,2005,2007,0
Ravi,8,"Predictive Modeling, SciPy, NumPy, Data Visualization, Matplotlib, Deep Learning, Pandas, Big Data",B.E in Statistics at IIM Lucknow,2005,80.32,93.77,75.35,wide School,cold Higher Secondary School,2000,2003,1
Vikram,1,"Natural Language Processing (NLP), PyTorch, NumPy, Hadoop, Python, SciPy, Statistical Analysis, Pandas",M.Tech in Statistics at IIT Roorkee,2007,60.2,91.63,92.03,history School,may Higher Secondary School,2002,2006,0
Neha,6,"Statistical Analysis, Apache Spark, Power BI, NumPy, Big Data, SQL, Pandas, Natural Language Processing (NLP)",M.Tech in Statistics at IIT Madras,2018,71.01,91.67,94.77,level School,type Higher Secondary School,2014,2016,1
Diya,14,"Machine Learning, R, Statistical Analysis, Data Mining, Natural Language Processing (NLP), Deep Learning, Power BI, Big Data",B.Sc in Statistics at BITS Pilani,2015,93.79,83.72,73.15,public School,positive Higher Secondary School,2010,2014,1
Aditi,14,"TensorFlow, Pandas, Predictive Modeling, SciPy, Python, Power BI, Scikit-learn, Big Data",M.Sc in Statistics at IIM Lucknow,2009,70.1,69.48,88.45,section School,open Higher Secondary School,2007,2007,0
Aryan,0,"Apache Spark, Python, Machine Learning, Deep Learning, Matplotlib, R, Statistical Analysis, Scikit-learn",M.Tech in Statistics at Delhi University,2022,76.12,73.57,80.22,themselves School,point Higher Secondary School,2018,2019,0
Arjun,1,"PyTorch, NumPy, Matplotlib, Apache Spark, Keras, TensorFlow, Predictive Modeling, R",M.Tech in Statistics at IIT Kharagpur,2010,60.02,85.87,94.67,go School,number Higher Secondary School,2006,2009,0
Pranav,15,"Big Data, SQL, Matplotlib, Deep Learning, PyTorch, Statistical Analysis, Python, Power BI",B.Tech in Statistics at IIT Madras,2002,72.05,85.45,94.52,center School,central Higher Secondary School,2000,1998,1
Sanya,15,"TensorFlow, Apache Spark, Scikit-learn, Data Visualization, Natural Language Processing (NLP), Predictive Modeling, Machine Learning, Big Data",M.Tech in Statistics at BITS Pilani,2018,75.29,74.39,91.19,region School,near Higher Secondary School,2014,2016,1
Aarav,12,"Predictive Modeling, Statistical Analysis, SQL, R, Matplotlib, TensorFlow, Keras, SciPy",M.Sc in Statistics at IIT Roorkee,2011,91.72,76.01,60.18,technology School,relationship Higher Secondary School,2008,2007,0
Sanya,12,"Tableau, Big Data, Power BI, Keras, NumPy, Apache Spark, Data Mining, Hadoop",M.E in Statistics at IIM Bangalore,2022,87.33,75.48,88.84,recognize School,pick Higher Secondary School,2017,2021,1
Aditi,1,"TensorFlow, R, Matplotlib, SQL, SciPy, Pandas, Power BI, NumPy",M.Tech in Statistics at IIT Bombay,2016,83.29,74.81,91.33,court School,work Higher Secondary School,2012,2015,0
Kiran,13,"Keras, SciPy, R, Machine Learning, Pandas, Statistical Analysis, Big Data, Python",M.E in Statistics at Jawaharlal Nehru University,2007,83.24,90.68,90.72,prove School,himself Higher Secondary School,2004,2006,1
Kiran,8,"Data Mining, Apache Spark, SciPy, Hadoop, Predictive Modeling, Data Visualization, Scikit-learn, NumPy",B.E in Statistics at Anna University,2006,85.97,87.46,72.71,my School,firm Higher Secondary School,2001,2003,1
Sanya,5,"Predictive Modeling, PyTorch, SQL, Big Data, R, Python, Hadoop, NumPy",B.E in Statistics at IIT Kanpur,2022,92.73,65.77,92.5,some School,employee Higher Secondary School,2019,2018,0
Aarav,8,"Apache Spark, Predictive Modeling, Natural Language Processing (NLP), PyTorch, Hadoop, Tableau, Keras, Matplotlib",M.Tech in Statistics at Jawaharlal Nehru University,2001,81.03,71.81,92.78,dark School,car Higher Secondary School,1998,1997,1
Vikram,1,"Python, NumPy, R, Predictive Modeling, SQL, Data Mining, Statistical Analysis, Data Visualization",B.Tech in Statistics at BITS Pilani,2004,63.19,72.42,76.7,federal School,wrong Higher Secondary School,2000,2000,0
Sanya,15,"Pandas, PyTorch, NumPy, Apache Spark, Python, Big Data, Data Visualization, Matplotlib",M.E in Statistics at IIT Roorkee,2011,79.3,86.91,76.78,bed School,Republican Higher Secondary School,2006,2009,1
Ravi,10,"NumPy, Natural Language Processing (NLP), TensorFlow, Data Visualization, SQL, Predictive Modeling, Tableau, Data Mining",M.E in Statistics at IIM Ahmedabad,2014,77.53,88.53,60.91,place School,coach Higher Secondary School,2010,2012,0
Kiran,0,"TensorFlow, Pandas, Keras, Deep Learning, Natural Language Processing (NLP), NumPy, Statistical Analysis, R",B.Sc in Statistics at NIT Warangal,2010,89.52,69.39,62.91,though School,anything Higher Secondary School,2006,2008,0
Aditi,4,"Python, Statistical Analysis, PyTorch, Big Data, Matplotlib, NumPy, R, Data Visualization",M.Sc in Statistics at Delhi University,2002,85.05,94.84,68.86,individual School,save Higher Secondary School,1997,1998,0
Pranav,14,"Scikit-learn, Statistical Analysis, SQL, SciPy, PyTorch, Machine Learning, Tableau, Python",B.Tech in Statistics at IIT Delhi,2002,62.64,92.63,89.11,everybody School,cause Higher Secondary School,1999,2001,0
Pranav,7,"Natural Language Processing (NLP), Big Data, Machine Learning, Deep Learning, Data Mining, Apache Spark, Python, Matplotlib",M.Tech in Statistics at Anna University,2005,83.16,85.63,84.56,official School,democratic Higher Secondary School,2003,2003,1
Ishika,8,"Matplotlib, Big Data, Natural Language Processing (NLP), SQL, Python, Scikit-learn, NumPy, Deep Learning",M.Tech in Statistics at IIT Delhi,2016,74.23,81.32,70.06,three School,ten Higher Secondary School,2012,2014,1
Mira,6,"Deep Learning, Pandas, Keras, Data Mining, PyTorch, Machine Learning, Predictive Modeling, Python",B.E in Statistics at IIT Bombay,2002,63.68,64.0,64.16,rich School,continue Higher Secondary School,2000,1999,0
Rahul,9,"Keras, Apache Spark, Scikit-learn, Matplotlib, Deep Learning, SQL, Machine Learning, Tableau",M.Tech in Statistics at IIT Kanpur,2017,78.62,72.15,77.84,morning School,century Higher Secondary School,2013,2014,1
Rahul,7,"Natural Language Processing (NLP), Hadoop, Scikit-learn, Time Series Analysis, Power BI, Tableau, Pandas, Statistical Analysis",B.Sc in Statistics at Anna University,2008,64.97,81.82,87.34,suggest School,stay Higher Secondary School,2005,2005,0
Yash,9,"Predictive Modeling, Python, SQL, Statistical Analysis, Machine Learning, Apache Spark, NumPy, Keras",B.Sc in Statistics at IIM Calcutta,2009,82.74,84.25,62.65,eye School,full Higher Secondary School,2004,2007,0
Anaya,10,"Deep Learning, Matplotlib, Data Visualization, Apache Spark, SQL, Python, Statistical Analysis, Power BI",B.Tech in Statistics at NIT Trichy,2011,71.71,78.62,91.2,listen School,company Higher Secondary School,2009,2007,1
Pranav,0,"Apache Spark, Python, Time Series Analysis, R, Keras, Scikit-learn, Big Data, Predictive Modeling",M.Tech in Statistics at IISc Bangalore,2022,80.72,90.48,83.31,message School,travel Higher Secondary School,2018,2021,0
Diya,1,"R, Keras, SQL, Data Mining, Natural Language Processing (NLP), Predictive Modeling, Power BI, Time Series Analysis",B.Sc in Statistics at IIT Bombay,2022,78.32,79.57,83.6,painting School,develop Higher Secondary School,2020,2021,0
Sanya,3,"Natural Language Processing (NLP), Deep Learning, Keras, SciPy, Time Series Analysis, TensorFlow, Data Mining, R",M.E in Statistics at IIM Bangalore,2020,92.52,61.78,80.57,factor School,put Higher Secondary School,2015,2018,0
Yash,9,"Predictive Modeling, Time Series Analysis, Data Visualization, Statistical Analysis, SQL, Python, Scikit-learn, Deep Learning",M.Tech in Statistics at IIM Bangalore,2006,81.69,66.75,76.46,home School,future Higher Secondary School,2002,2003,0
Aryan,11,"Keras, TensorFlow, Hadoop, Matplotlib, Pandas, Tableau, Statistical Analysis, PyTorch",M.Sc in Statistics at Jawaharlal Nehru University,2011,77.47,69.16,76.9,above School,themselves Higher Secondary School,2009,2008,0
Anaya,2,"SciPy, Power BI, Apache Spark, Big Data, TensorFlow, Statistical Analysis, Pandas, Hadoop",M.E in Statistics at IIFT Delhi,2004,72.73,62.1,72.36,red School,expect Higher Secondary School,2001,2003,0
Sanya,13,"Hadoop, Time Series Analysis, Python, Pandas, Statistical Analysis, Power BI, Matplotlib, Natural Language Processing (NLP)",M.Tech in Statistics at IIM Lucknow,2005,75.69,71.07,74.72,system School,deep Higher Secondary School,2002,2004,1
Neha,0,"Tableau, R, SciPy, Machine Learning, Scikit-learn, TensorFlow, Power BI, Statistical Analysis",M.Sc in Statistics at IIT Delhi,2006,60.28,85.76,60.98,whole School,friend Higher Secondary School,2003,2002,0
Sanya,5,"Statistical Analysis, R, Natural Language Processing (NLP), NumPy, Time Series Analysis, Machine Learning, Data Mining, Keras",M.Tech in Statistics at IIT Kharagpur,2021,67.47,64.87,75.42,start School,crime Higher Secondary School,2019,2017,0
Ishika,6,"Deep Learning, Keras, Scikit-learn, Python, Power BI, Time Series Analysis, R, Machine Learning",B.Sc in Statistics at IIT Bombay,2012,77.83,64.24,64.57,last School,same Higher Secondary School,2009,2009,0
Rahul,13,"Tableau, Keras, R, Power BI, Python, Deep Learning, TensorFlow, Matplotlib",M.Tech in Statistics at IIT Kharagpur,2001,78.8,87.32,61.5,spend School,happy Higher Secondary School,1997,1998,0
Yash,5,"Hadoop, NumPy, Scikit-learn, R, SciPy, Apache Spark, Machine Learning, TensorFlow",M.Tech in Statistics at IIT Kanpur,2008,89.64,89.63,82.12,range School,on Higher Secondary School,2006,2004,1
Mira,3,"SciPy, Matplotlib, Time Series Analysis, Machine Learning, NumPy, Statistical Analysis, Keras, SQL",M.E in Statistics at IIT Bombay,2019,62.27,84.94,65.72,put School,control Higher Secondary School,2015,2015,0
Aryan,6,"SQL, Python, Scikit-learn, Predictive Modeling, Statistical Analysis, Data Visualization, PyTorch, NumPy",B.Sc in Statistics at IIM Calcutta,2000,62.06,64.54,63.88,near School,grow Higher Secondary School,1996,1999,0
Aisha,9,"TensorFlow, R, Data Mining, Time Series Analysis, PyTorch, NumPy, Machine Learning, SQL",B.E in Statistics at IIT Bombay,2012,76.84,71.03,90.71,pass School,anyone Higher Secondary School,2007,2008,1
Rohan,2,"Deep Learning, Tableau, Pandas, Time Series Analysis, TensorFlow, Matplotlib, Statistical Analysis, Natural Language Processing (NLP)",B.Tech in Statistics at NIT Warangal,2021,94.41,65.53,69.75,investment School,remember Higher Secondary School,2019,2017,0
Ishita,0,"Tableau, Power BI, Matplotlib, SQL, NumPy, Predictive Modeling, R, Big Data",B.E in Statistics at IIM Ahmedabad,2007,75.55,73.56,85.13,wrong School,federal Higher Secondary School,2004,2004,0
Anaya,5,"Tableau, Keras, Matplotlib, NumPy, TensorFlow, Time Series Analysis, Deep Learning, R",B.Sc in Statistics at IIT Delhi,2016,87.0,62.65,68.97,write School,because Higher Secondary School,2014,2015,0
Anaya,1,"Apache Spark, Hadoop, Matplotlib, PyTorch, Pandas, SciPy, Time Series Analysis, Tableau",M.Tech in Statistics at Anna University,2019,87.28,65.22,93.95,into School,money Higher Secondary School,2015,2017,0
Vikram,5,"Tableau, Time Series Analysis, Big Data, Python, TensorFlow, SciPy, Statistical Analysis, Pandas",B.Tech in Statistics at IIM Lucknow,2008,66.8,93.4,77.43,look School,throw Higher Secondary School,2006,2007,0
Rohan,14,"Statistical Analysis, Python, Big Data, TensorFlow, Keras, Deep Learning, Natural Language Processing (NLP), Time Series Analysis",B.Sc in Statistics at IISc Bangalore,2000,76.88,82.7,85.79,seat School,finish Higher Secondary School,1996,1999,1
Varun,12,"PyTorch, SciPy, Matplotlib, Big Data, Statistical Analysis, Python, Data Visualization, Natural Language Processing (NLP)",M.Sc in Statistics at IIT Roorkee,2013,90.8,61.74,63.74,necessary School,all Higher Secondary School,2010,2009,0
Rohan,7,"NumPy, TensorFlow, Matplotlib, Power BI, SciPy, Natural Language Processing (NLP), Scikit-learn, Predictive Modeling",B.Tech in Statistics at IIT Bombay,2001,64.1,89.57,84.8,so School,throughout Higher Secondary School,1999,2000,0
Diya,2,"Python, Scikit-learn, SQL, Apache Spark, PyTorch, Big Data, Natural Language Processing (NLP), Pandas",M.E in Statistics at NIT Trichy,2017,66.79,84.31,90.53,oil School,high Higher Secondary School,2012,2014,0
Pranav,13,"Big Data, Data Visualization, NumPy, SciPy, Hadoop, Pandas, Time Series Analysis, SQL",B.Tech in Statistics at IIM Bangalore,2003,76.65,88.42,93.54,break School,discover Higher Secondary School,1999,2001,1
Ishita,15,"Scikit-learn, Pandas, Apache Spark, SciPy, Keras, NumPy, Data Mining, Power BI",B.E in Statistics at IIFT Delhi,2014,94.93,68.12,71.73,too School,charge Higher Secondary School,2012,2011,0
Aryan,5,"Machine Learning, TensorFlow, PyTorch, Hadoop, Python, Tableau, Big Data, Predictive Modeling",B.Sc in Statistics at IIT Kharagpur,2004,82.49,79.19,83.57,reflect School,together Higher Secondary School,2000,2000,1
Aditi,13,"Hadoop, Statistical Analysis, Scikit-learn, Power BI, SQL, Predictive Modeling, Matplotlib, SciPy",B.Sc in Statistics at IISc Bangalore,2018,76.8,65.41,75.15,measure School,live Higher Secondary School,2013,2017,0
Sanya,3,"TensorFlow, SQL, Natural Language Processing (NLP), Scikit-learn, Data Visualization, PyTorch, Predictive Modeling, Matplotlib",M.Sc in Statistics at BITS Pilani,2019,81.46,87.13,78.51,each School,race Higher Secondary School,2016,2016,0
Aditi,3,"Big Data, R, Python, Apache Spark, Data Mining, Machine Learning, Time Series Analysis, SQL",M.Sc in Statistics at Jawaharlal Nehru University,2002,67.04,66.13,63.98,sort School,executive Higher Secondary School,1998,1998,0
Anaya,10,"Big Data, TensorFlow, Data Visualization, Predictive Modeling, Deep Learning, Data Mining, NumPy, Pandas",M.E in Statistics at IIT Bombay,2000,81.61,62.35,69.64,bit School,guy Higher Secondary School,1995,1998,0
Arjun,7,"TensorFlow, NumPy, Natural Language Processing (NLP), Data Visualization, Machine Learning, Power BI, Data Mining, Deep Learning",M.Sc in Statistics at IIT Bombay,2005,86.83,81.41,72.27,firm School,industry Higher Secondary School,2001,2004,1
Kiran,13,"Time Series Analysis, Deep Learning, Scikit-learn, TensorFlow, Natural Language Processing (NLP), Hadoop, PyTorch, Big Data",B.Sc in Statistics at BITS Pilani,2003,86.2,68.61,73.7,ago School,military Higher Secondary School,1999,2002,0
Ishita,5,"SciPy, Power BI, TensorFlow, R, Data Visualization, Time Series Analysis, Natural Language Processing (NLP), Keras",M.Sc in Statistics at IIM Calcutta,2009,86.77,74.89,90.98,must School,first Higher Secondary School,2006,2007,1
