name,years_experience,skills,education,graduation_year,graduation_percentage,tenth_percentage,twelfth_percentage,tenth_school,twelfth_school,tenth_passing_out_year,twelfth_passing_out_year,Criteria_Label
Aisha,4,"RESTful API, React, Node.js, jQuery, GraphQL, CSS, Vue.js, Express.js",B.E in Computer Science at Anna University,2004,82.85,65.28,76.22,wall School,collection Higher Secondary School,2002,2001,0
Diya,11,"Webpack, CSS, Django, RESTful API, GitHub, Flask, SASS, Responsive Web Design",B.E in Computer Science at Anna University,2018,67.67,64.31,82.51,magazine School,Mr Higher Secondary School,2014,2015,0
Arjun,0,"GraphQL, Vue.js, Webpack, LESS, JavaScript, Flask, Git, Node.js",MCA in Computer Science at IIT Kanpur,2018,87.2,70.74,73.4,born School,allow Higher Secondary School,2015,2016,0
Pranav,4,"Angular, Flask, jQuery, Django, HTML, LESS, CSS, Node.js",M.Tech in Computer Science at NIT Trichy,2013,83.0,60.77,78.57,society School,away Higher Secondary School,2009,2011,0
Kiran,8,"Flask, jQuery, SASS, RESTful API, Node.js, CSS, Django, GitHub",M.E in Computer Science at Delhi University,2018,80.74,79.87,68.51,hospital School,data Higher Secondary School,2013,2015,0
Yash,2,"JavaScript, Webpack, Express.js, GitLab, Node.js, LESS, HTML, SASS",M.E in Computer Science at IIT Kanpur,2002,89.05,92.91,72.79,the School,store Higher Secondary School,1998,1998,0
Ishika,7,"CSS, Webpack, Bootstrap, SASS, Node.js, Flask, Vue.js, React",M.Tech in Computer Science at Delhi University,2006,67.84,81.65,64.18,president School,Congress Higher Secondary School,2001,2003,0
Aarav,9,"Angular, Django, LESS, Git, Responsive Web Design, React, Webpack, CSS",BCA in Computer Science at IISc Bangalore,2013,61.4,71.77,69.73,effort School,night Higher Secondary School,2011,2011,0
Aditi,1,"Flask, GitHub, GraphQL, Bootstrap, Responsive Web Design, RESTful API, Node.js, Webpack",BCA in Computer Science at NIT Trichy,2021,73.61,84.6,72.73,wrong School,happy Higher Secondary School,2019,2019,0
Diya,0,"Angular, HTML, Flask, React, GitHub, Bootstrap, Django, Vue.js",B.E in Computer Science at IISc Bangalore,2017,65.23,68.05,65.2,remain School,water Higher Secondary School,2013,2013,0
Yash,9,"Node.js, GraphQL, LESS, Responsive Web Design, GitLab, Bootstrap, RESTful API, JavaScript",BCA in Computer Science at NIT Trichy,2018,76.37,94.11,93.62,next School,throughout Higher Secondary School,2014,2017,1
Sanya,1,"Webpack, SASS, Node.js, GitLab, LESS, Angular, Express.js, GraphQL",B.Tech in Computer Science at NIT Warangal,2019,69.22,79.08,62.22,environmental School,know Higher Secondary School,2017,2017,0
Aarav,13,"jQuery, LESS, Express.js, SASS, CSS, Node.js, Flask, Angular",M.E in Computer Science at IIT Bombay,2006,68.29,66.82,61.8,clearly School,somebody Higher Secondary School,2002,2005,0
Mira,9,"JavaScript, jQuery, GitLab, RESTful API, Node.js, Express.js, GitHub, Vue.js",MCA in Computer Science at IIM Ahmedabad,2000,75.96,87.67,80.68,hard School,sometimes Higher Secondary School,1995,1996,1
Yash,4,"Angular, Bootstrap, Express.js, GitHub, React, GraphQL, HTML, Git",B.E in Computer Science at IIT Madras,2011,87.02,60.34,73.14,industry School,section Higher Secondary School,2009,2009,0
Arjun,7,"LESS, RESTful API, JavaScript, GitHub, Node.js, jQuery, CSS, Git",B.Tech in Computer Science at IIM Ahmedabad,2005,74.58,93.52,74.96,receive School,citizen Higher Secondary School,2003,2003,1
Varun,11,"jQuery, GitLab, RESTful API, Angular, JavaScript, GraphQL, LESS, Django",M.E in Computer Science at Delhi University,2002,62.96,78.1,91.73,east School,use Higher Secondary School,1997,2001,0
Pranav,4,"JavaScript, GitHub, RESTful API, Webpack, GitLab, SASS, LESS, Flask",MCA in Computer Science at IIM Calcutta,2020,84.46,92.87,66.94,notice School,other Higher Secondary School,2015,2016,0
Varun,7,"GraphQL, Angular, Vue.js, GitHub, React, Bootstrap, HTML, JavaScript",M.Tech in Computer Science at IIT Madras,2022,66.91,64.28,89.91,control School,inside Higher Secondary School,2018,2021,0
Arjun,3,"Django, RESTful API, HTML, Flask, CSS, Vue.js, GitHub, Git",M.Tech in Computer Science at IIT Kanpur,2001,89.86,93.97,65.34,break School,four Higher Secondary School,1998,2000,0
Diya,12,"LESS, GitHub, React, Vue.js, RESTful API, Django, Flask, jQuery",B.Tech in Computer Science at Jawaharlal Nehru University,2014,68.69,91.38,80.87,cup School,road Higher Secondary School,2010,2012,0
Aryan,8,"Git, Flask, Vue.js, Express.js, Angular, HTML, Responsive Web Design, GraphQL",BCA in Computer Science at IIM Ahmedabad,2021,71.93,76.8,81.19,color School,dark Higher Secondary School,2016,2019,1
Aisha,1,"Responsive Web Design, Git, GraphQL, LESS, GitHub, jQuery, Django, RESTful API",B.Tech in Computer Science at Jawaharlal Nehru University,2010,69.22,61.55,73.68,blue School,step Higher Secondary School,2005,2007,0
Mira,9,"CSS, Responsive Web Design, GitHub, React, RESTful API, Django, Bootstrap, Angular",B.E in Computer Science at IIT Madras,2007,72.61,66.81,81.14,simply School,plan Higher Secondary School,2002,2006,0
Aisha,10,"Responsive Web Design, Vue.js, HTML, Flask, Webpack, LESS, Node.js, Django",M.E in Computer Science at NIT Warangal,2010,88.13,74.42,85.33,manage School,vote Higher Secondary School,2005,2009,1
Varun,15,"LESS, HTML, SASS, CSS, Flask, jQuery, Git, Node.js",B.E in Computer Science at NIT Warangal,2004,88.8,60.13,80.13,team School,I Higher Secondary School,2001,2000,0
Mira,14,"HTML, Node.js, Vue.js, Django, Webpack, RESTful API, Flask, JavaScript",M.E in Computer Science at IIT Kharagpur,2011,74.57,89.47,67.99,know School,box Higher Secondary School,2006,2010,0
Ishita,11,"SASS, Vue.js, JavaScript, GitLab, Git, React, RESTful API, Webpack",BCA in Computer Science at NIT Trichy,2003,78.33,85.14,82.79,example School,although Higher Secondary School,2000,2000,1
Rohan,3,"RESTful API, LESS, GitLab, Express.js, Git, Webpack, CSS, JavaScript",M.E in Computer Science at IIM Ahmedabad,2007,93.88,60.82,89.21,necessary School,not Higher Secondary School,2003,2004,0
Diya,6,"Node.js, React, GitLab, HTML, Flask, Bootstrap, RESTful API, Git",M.E in Computer Science at IIT Madras,2016,92.06,65.59,93.76,television School,environment Higher Secondary School,2014,2012,0
Ishita,9,"RESTful API, Webpack, JavaScript, Express.js, Vue.js, HTML, GitLab, CSS",B.E in Computer Science at IIT Kanpur,2017,61.99,82.19,89.56,eat School,our Higher Secondary School,2015,2016,0
Vikram,3,"Vue.js, JavaScript, Django, RESTful API, Webpack, LESS, jQuery, Flask",B.Tech in Computer Science at IIT Bombay,2011,84.79,69.22,87.21,hit School,energy Higher Secondary School,2006,2008,0
Aditi,7,"React, Bootstrap, Angular, Flask, Git, LESS, Node.js, Webpack",M.E in Computer Science at Anna University,2008,81.73,73.66,92.57,government School,foot Higher Secondary School,2004,2006,1
Rahul,6,"GraphQL, Git, SASS, jQuery, Flask, Responsive Web Design, HTML, Vue.js",MCA in Computer Science at Anna University,2006,70.71,89.96,90.88,arrive School,loss Higher Secondary School,2004,2005,1
Anaya,14,"Angular, React, Flask, Webpack, GitLab, CSS, Git, LESS",M.E in Computer Science at IIM Calcutta,2015,82.74,71.84,81.28,nor School,space Higher Secondary School,2013,2012,1
Yash,6,"GitLab, jQuery, JavaScript, Django, Flask, Bootstrap, HTML, Angular",B.E in Computer Science at IIT Madras,2009,75.85,80.91,90.12,reflect School,sister Higher Secondary School,2005,2005,1
Yash,10,"SASS, Flask, Express.js, GraphQL, GitHub, Django, Angular, Node.js",M.Tech in Computer Science at Anna University,2000,74.9,94.46,74.83,seem School,standard Higher Secondary School,1996,1997,1
Neha,9,"SASS, HTML, Express.js, Responsive Web Design, jQuery, GraphQL, CSS, React",M.E in Computer Science at NIT Trichy,2021,74.33,69.37,82.43,collection School,each Higher Secondary School,2017,2017,0
Pranav,15,"Node.js, Webpack, RESTful API, Vue.js, LESS, Git, Angular, Django",BCA in Computer Science at IIT Bombay,2002,80.97,92.96,60.79,start School,future Higher Secondary School,2000,1998,0
Aryan,13,"Node.js, Git, Angular, jQuery, Django, Vue.js, SASS, React",B.E in Computer Science at IIT Kharagpur,2007,65.79,93.69,91.8,health School,security Higher Secondary School,2003,2004,0
Varun,8,"SASS, Bootstrap, CSS, React, RESTful API, jQuery, LESS, Express.js",MCA in Computer Science at NIT Warangal,2009,73.46,65.62,82.78,box School,high Higher Secondary School,2007,2008,0
Arjun,14,"React, Flask, HTML, Vue.js, SASS, Angular, Git, jQuery",M.E in Computer Science at IIT Madras,2019,75.73,92.44,62.38,find School,young Higher Secondary School,2016,2015,0
Ishita,6,"jQuery, GraphQL, CSS, JavaScript, GitLab, GitHub, Flask, Git",BCA in Computer Science at Jawaharlal Nehru University,2003,66.82,77.42,64.99,first School,personal Higher Secondary School,1998,2000,0
Aditi,4,"CSS, Webpack, JavaScript, Responsive Web Design, Django, Bootstrap, SASS, HTML",BCA in Computer Science at IIFT Delhi,2013,63.48,70.85,91.45,impact School,by Higher Secondary School,2009,2012,0
Pranav,11,"CSS, Bootstrap, GitLab, Webpack, Express.js, Django, Responsive Web Design, Node.js",B.Tech in Computer Science at IIT Delhi,2020,62.64,86.84,83.27,magazine School,type Higher Secondary School,2018,2018,0
Aryan,14,"Git, RESTful API, Angular, HTML, JavaScript, GitHub, Webpack, Django",M.E in Computer Science at IIM Calcutta,2006,79.24,83.09,68.84,represent School,station Higher Secondary School,2001,2002,0
Diya,11,"CSS, HTML, Express.js, jQuery, Node.js, Responsive Web Design, GitLab, Angular",B.Tech in Computer Science at IIFT Delhi,2016,70.71,84.0,89.45,last School,task Higher Secondary School,2014,2015,1
Rohan,9,"GitHub, Django, Bootstrap, HTML, jQuery, GraphQL, Flask, React",M.Tech in Computer Science at BITS Pilani,2016,91.99,79.7,92.5,tree School,who Higher Secondary School,2013,2014,1
Diya,10,"Webpack, Django, Git, Bootstrap, React, GraphQL, Flask, CSS",MCA in Computer Science at IIT Kharagpur,2007,79.24,71.03,83.19,land School,data Higher Secondary School,2003,2006,1
Mira,7,"Bootstrap, Webpack, Git, SASS, Node.js, HTML, GitHub, Flask",B.Tech in Computer Science at IIT Madras,2012,91.21,75.64,64.62,they School,popular Higher Secondary School,2007,2009,0
Aryan,5,"GitLab, Flask, HTML, GitHub, Vue.js, Angular, jQuery, RESTful API",B.Tech in Computer Science at IIT Kharagpur,2014,92.7,69.76,78.51,situation School,middle Higher Secondary School,2012,2011,0
Ishita,15,"CSS, LESS, jQuery, Flask, Bootstrap, Express.js, RESTful API, Vue.js",MCA in Computer Science at IISc Bangalore,2004,76.01,72.88,79.34,exist School,real Higher Secondary School,2000,2000,1
Aryan,1,"GitHub, RESTful API, Django, Flask, Bootstrap, Angular, Git, Webpack",BCA in Computer Science at IIM Bangalore,2016,79.89,78.58,80.48,low School,yeah Higher Secondary School,2014,2015,0
Varun,4,"Vue.js, CSS, GitLab, Node.js, RESTful API, Webpack, GitHub, Django",B.Tech in Computer Science at IIM Ahmedabad,2009,87.77,79.77,89.3,of School,decide Higher Secondary School,2005,2008,0
Aarav,11,"Webpack, HTML, Vue.js, Bootstrap, Node.js, JavaScript, GitHub, GraphQL",M.Tech in Computer Science at IIM Ahmedabad,2010,61.35,87.4,94.78,attorney School,out Higher Secondary School,2005,2006,0
Rohan,12,"Flask, JavaScript, GitLab, Angular, Node.js, Responsive Web Design, React, Webpack",M.E in Computer Science at Anna University,2008,83.55,66.87,93.29,fall School,day Higher Secondary School,2004,2004,0
Pranav,8,"Responsive Web Design, SASS, HTML, Git, Node.js, GitHub, RESTful API, Flask",M.Tech in Computer Science at IIT Madras,2019,69.06,83.56,63.37,over School,and Higher Secondary School,2016,2018,0
Arjun,11,"LESS, JavaScript, GitHub, Flask, jQuery, Responsive Web Design, HTML, RESTful API",M.E in Computer Science at IIT Kharagpur,2019,81.32,73.95,62.9,road School,interesting Higher Secondary School,2015,2016,0
Aditi,9,"SASS, GraphQL, Django, GitHub, HTML, Bootstrap, JavaScript, Express.js",M.E in Computer Science at IIT Madras,2005,89.21,75.91,86.99,end School,nice Higher Secondary School,2000,2002,1
Kiran,15,"Node.js, RESTful API, Git, Django, Responsive Web Design, Bootstrap, JavaScript, CSS",BCA in Computer Science at IIM Calcutta,2010,76.84,60.67,68.86,say School,Republican Higher Secondary School,2005,2007,0
Pranav,6,"GitLab, GitHub, JavaScript, CSS, SASS, RESTful API, Responsive Web Design, Webpack",B.E in Computer Science at IISc Bangalore,2007,87.25,90.83,72.3,him School,seek Higher Secondary School,2002,2003,1
Ishika,12,"LESS, HTML, Node.js, Django, Flask, React, Angular, Bootstrap",BCA in Computer Science at Anna University,2008,89.17,93.32,78.77,lead School,two Higher Secondary School,2003,2005,1
Rahul,0,"JavaScript, HTML, Vue.js, Node.js, Bootstrap, Django, jQuery, Flask",M.Tech in Computer Science at IIM Lucknow,2015,94.12,82.59,81.86,who School,surface Higher Secondary School,2010,2013,0
Rohan,14,"SASS, React, jQuery, HTML, GitLab, JavaScript, Vue.js, GraphQL",M.Tech in Computer Science at IIM Ahmedabad,2021,93.19,94.74,86.21,fall School,huge Higher Secondary School,2016,2017,1
Rohan,15,"GitLab, Webpack, Angular, LESS, SASS, Vue.js, React, HTML",M.Tech in Computer Science at Anna University,2006,67.57,70.7,67.84,drug School,himself Higher Secondary School,2002,2004,0
Rohan,8,"Django, Git, SASS, LESS, React, Flask, Responsive Web Design, JavaScript",B.Tech in Computer Science at IISc Bangalore,2007,94.6,77.01,66.62,data School,employee Higher Secondary School,2002,2005,0
Ishita,8,"Flask, GitHub, RESTful API, Node.js, GitLab, Django, Responsive Web Design, Express.js",MCA in Computer Science at IIFT Delhi,2000,75.68,77.93,76.49,world School,social Higher Secondary School,1995,1999,1
Ishika,13,"JavaScript, Responsive Web Design, React, Webpack, GitLab, HTML, Django, jQuery",M.E in Computer Science at IIM Lucknow,2010,75.09,78.9,81.4,measure School,soldier Higher Secondary School,2007,2008,1
Aisha,15,"Flask, Django, GraphQL, JavaScript, Git, Express.js, Vue.js, Node.js",B.E in Computer Science at NIT Trichy,2001,67.27,63.58,93.36,choice School,top Higher Secondary School,1996,1999,0
Aditi,14,"HTML, Responsive Web Design, Angular, LESS, Webpack, SASS, RESTful API, CSS",MCA in Computer Science at NIT Trichy,2018,62.62,74.18,74.1,front School,personal Higher Secondary School,2013,2015,0
Pranav,9,"Django, Git, GitLab, GraphQL, JavaScript, CSS, React, Flask",M.Tech in Computer Science at IIFT Delhi,2021,93.26,76.22,93.35,draw School,trade Higher Secondary School,2019,2019,1
Pranav,3,"CSS, jQuery, Flask, Bootstrap, Node.js, GraphQL, Vue.js, Angular",MCA in Computer Science at NIT Trichy,2009,94.48,68.74,68.03,music School,consumer Higher Secondary School,2005,2007,0
Arjun,13,"Webpack, Vue.js, HTML, Django, Responsive Web Design, GitLab, Angular, GraphQL",B.E in Computer Science at IIT Kanpur,2003,77.35,91.89,79.14,issue School,fire Higher Secondary School,2000,2000,1
Rohan,1,"Angular, Bootstrap, Responsive Web Design, JavaScript, HTML, GitLab, GraphQL, GitHub",M.Tech in Computer Science at IIT Madras,2016,71.64,67.53,81.53,guess School,spend Higher Secondary School,2013,2015,0
Sanya,13,"RESTful API, GitHub, React, Express.js, Bootstrap, Git, LESS, Angular",B.Tech in Computer Science at IIFT Delhi,2021,65.08,60.72,89.25,truth School,hour Higher Secondary School,2019,2017,0
Ravi,10,"Express.js, Responsive Web Design, GraphQL, Flask, Angular, HTML, Webpack, Django",MCA in Computer Science at IIFT Delhi,2020,94.59,90.38,77.96,us School,best Higher Secondary School,2018,2018,1
Neha,7,"Git, Express.js, jQuery, SASS, Responsive Web Design, GitHub, Webpack, GitLab",MCA in Computer Science at IIT Kanpur,2008,79.01,94.07,85.2,beat School,how Higher Secondary School,2005,2007,1
Sanya,4,"Webpack, Vue.js, Git, GitHub, Bootstrap, GitLab, Django, React",MCA in Computer Science at IIT Delhi,2010,62.72,89.43,75.98,attorney School,born Higher Secondary School,2007,2009,0
Sanya,1,"Django, SASS, Git, Webpack, Responsive Web Design, Flask, LESS, GitLab",B.E in Computer Science at BITS Pilani,2019,86.85,70.1,88.3,happy School,property Higher Secondary School,2016,2017,0
Aarav,5,"LESS, CSS, Git, Angular, HTML, GraphQL, Vue.js, jQuery",M.Tech in Computer Science at NIT Trichy,2015,67.73,74.66,67.55,few School,toward Higher Secondary School,2011,2012,0
Ravi,0,"Angular, GraphQL, Bootstrap, Git, RESTful API, Node.js, Flask, Express.js",MCA in Computer Science at IISc Bangalore,2006,88.65,79.43,86.86,foot School,clearly Higher Secondary School,2003,2005,0
Ishika,8,"Bootstrap, Django, jQuery, GitHub, Express.js, GitLab, RESTful API, Vue.js",MCA in Computer Science at IIT Delhi,2022,69.64,86.81,82.49,adult School,station Higher Secondary School,2019,2021,0
Sanya,3,"Django, Angular, Webpack, GitHub, SASS, RESTful API, jQuery, Git",B.E in Computer Science at IIM Calcutta,2000,76.76,65.9,68.3,believe School,civil Higher Secondary School,1995,1998,0
Vikram,1,"Responsive Web Design, SASS, Flask, Node.js, GitLab, CSS, LESS, GraphQL",BCA in Computer Science at NIT Trichy,2021,91.86,67.43,68.13,another School,decision Higher Secondary School,2019,2017,0
Arjun,6,"JavaScript, Django, Vue.js, Node.js, Responsive Web Design, GitLab, CSS, RESTful API",MCA in Computer Science at BITS Pilani,2005,90.08,61.02,88.88,fear School,order Higher Secondary School,2002,2002,0
Yash,10,"LESS, GitLab, Angular, RESTful API, GitHub, GraphQL, Responsive Web Design, Webpack",BCA in Computer Science at IIT Roorkee,2022,69.54,88.83,76.25,product School,produce Higher Secondary School,2018,2021,0
Aditi,3,"Git, LESS, Angular, Express.js, RESTful API, CSS, Flask, SASS",MCA in Computer Science at IIT Roorkee,2009,61.99,69.35,89.05,season School,seem Higher Secondary School,2007,2006,0
Ishika,2,"JavaScript, Git, Express.js, jQuery, HTML, CSS, Responsive Web Design, RESTful API",B.E in Computer Science at Delhi University,2002,82.62,88.09,85.46,Mrs School,accept Higher Secondary School,1997,2000,0
Pranav,15,"GraphQL, GitHub, JavaScript, React, Bootstrap, Angular, Flask, Git",MCA in Computer Science at IIM Calcutta,2005,83.18,77.66,77.21,appear School,teacher Higher Secondary School,2002,2003,1
Neha,11,"Vue.js, Node.js, Angular, Git, Responsive Web Design, LESS, jQuery, Express.js",B.E in Computer Science at IIM Lucknow,2003,79.72,65.84,69.28,though School,theory Higher Secondary School,2001,1999,0
Pranav,12,"Angular, RESTful API, Express.js, Django, JavaScript, GitLab, Bootstrap, SASS",B.E in Computer Science at BITS Pilani,2008,72.14,77.02,60.47,pay School,customer Higher Secondary School,2004,2006,0
Vikram,4,"GitLab, jQuery, Angular, Git, Vue.js, React, SASS, GraphQL",M.Tech in Computer Science at IIT Bombay,2003,76.85,61.13,91.92,traditional School,large Higher Secondary School,1999,2002,0
Mira,2,"GitLab, Angular, Node.js, GitHub, Webpack, HTML, CSS, Responsive Web Design",B.E in Computer Science at IIT Delhi,2015,64.44,86.73,67.16,voice School,green Higher Secondary School,2010,2013,0
Yash,13,"GitHub, SASS, jQuery, Django, LESS, Angular, GraphQL, CSS",MCA in Computer Science at IIT Delhi,2008,79.86,93.61,72.31,three School,thousand Higher Secondary School,2006,2005,1
Yash,4,"Node.js, GitLab, Vue.js, SASS, LESS, HTML, Responsive Web Design, Webpack",MCA in Computer Science at IIM Lucknow,2020,78.68,60.04,72.11,cell School,thank Higher Secondary School,2017,2018,0
Ishika,2,"Git, Webpack, Express.js, GitLab, GitHub, Responsive Web Design, GraphQL, HTML",B.Tech in Computer Science at IIT Bombay,2013,66.51,62.43,74.87,should School,bed Higher Secondary School,2011,2011,0
Vikram,5,"SASS, HTML, Django, Vue.js, Angular, JavaScript, Flask, GitHub",BCA in Computer Science at IIT Madras,2007,78.0,65.44,66.25,moment School,agree Higher Secondary School,2003,2006,0
Ishita,7,"Webpack, Responsive Web Design, JavaScript, GitHub, SASS, React, Vue.js, GitLab",B.Tech in Computer Science at IIM Calcutta,2017,85.5,63.27,64.19,itself School,hair Higher Secondary School,2015,2013,0
Aarav,15,"CSS, JavaScript, Angular, GitLab, GitHub, jQuery, Django, React",B.E in Computer Science at Jawaharlal Nehru University,2005,84.55,62.49,81.56,sort School,born Higher Secondary School,2000,2003,0
Ishika,11,"Webpack, Angular, Bootstrap, HTML, Flask, CSS, SASS, Git",MCA in Computer Science at IIT Kharagpur,2009,70.61,78.84,92.19,watch School,buy Higher Secondary School,2004,2005,1
Diya,11,"Git, jQuery, Bootstrap, GitHub, GraphQL, Angular, React, Vue.js",MCA in Computer Science at NIT Trichy,2003,61.26,63.79,71.28,final School,wonder Higher Secondary School,2001,2002,0
Aisha,8,"SASS, Webpack, Node.js, CSS, Vue.js, HTML, Bootstrap, jQuery",B.E in Computer Science at IIT Kanpur,2022,75.09,75.78,75.84,money School,college Higher Secondary School,2018,2020,1
Kiran,9,"RESTful API, LESS, React, SASS, Django, HTML, Node.js, GitHub",B.E in Computer Science at IIT Kharagpur,2017,87.48,89.57,76.36,by School,American Higher Secondary School,2015,2016,1
Sanya,4,"Git, Vue.js, Webpack, JavaScript, jQuery, Flask, Angular, GitLab",MCA in Computer Science at IIM Ahmedabad,2018,68.85,68.45,87.52,memory School,wife Higher Secondary School,2014,2014,0
Kiran,11,"Bootstrap, React, Git, CSS, LESS, GitLab, Angular, Django",BCA in Computer Science at NIT Trichy,2001,82.61,86.4,69.89,west School,whom Higher Secondary School,1997,2000,0
Diya,6,"Express.js, React, Angular, Webpack, HTML, GitLab, Django, LESS",BCA in Computer Science at IIT Madras,2004,80.86,69.74,89.17,seat School,item Higher Secondary School,2001,2001,0
Anaya,6,"Bootstrap, GraphQL, Node.js, Django, JavaScript, RESTful API, GitHub, LESS",MCA in Computer Science at IIM Lucknow,2007,79.87,75.49,63.77,can School,air Higher Secondary School,2004,2005,0
Diya,4,"Git, jQuery, Flask, LESS, JavaScript, CSS, Bootstrap, Vue.js",B.E in Computer Science at IIT Roorkee,2021,63.37,86.12,87.62,share School,film Higher Secondary School,2017,2019,0
Arjun,10,"Vue.js, jQuery, Express.js, SASS, Angular, Node.js, JavaScript, GraphQL",MCA in Computer Science at IIT Delhi,2014,70.8,70.51,71.42,smile School,score Higher Secondary School,2009,2012,1
Aisha,8,"Vue.js, Django, Angular, Webpack, Responsive Web Design, React, RESTful API, GitLab",B.Tech in Computer Science at IIM Calcutta,2009,84.89,65.22,77.22,choose School,instead Higher Secondary School,2005,2007,0
Pranav,6,"Bootstrap, React, Responsive Web Design, JavaScript, GitLab, LESS, Webpack, Git",MCA in Computer Science at IIM Calcutta,2016,75.53,84.93,76.72,help School,section Higher Secondary School,2012,2014,1
Sanya,10,"Git, Angular, Express.js, SASS, Node.js, JavaScript, RESTful API, HTML",M.Tech in Computer Science at IIT Delhi,2005,61.89,86.49,84.64,simple School,serve Higher Secondary School,2002,2003,0
Aryan,4,"Express.js, JavaScript, GraphQL, HTML, Flask, Bootstrap, RESTful API, Responsive Web Design",M.Tech in Computer Science at IIM Calcutta,2012,62.83,78.27,70.68,stuff School,magazine Higher Secondary School,2007,2010,0
Sanya,0,"SASS, LESS, Django, Vue.js, jQuery, GitLab, GitHub, Flask",BCA in Computer Science at Anna University,2011,94.67,91.49,81.03,meet School,join Higher Secondary School,2008,2008,0
Rohan,11,"Git, CSS, Flask, Bootstrap, GraphQL, RESTful API, Node.js, GitLab",M.E in Computer Science at IIT Madras,2008,78.57,61.11,91.25,shake School,television Higher Secondary School,2006,2005,0
Aarav,11,"Webpack, Flask, LESS, Express.js, Git, jQuery, GitLab, HTML",MCA in Computer Science at BITS Pilani,2016,76.25,88.19,73.9,event School,despite Higher Secondary School,2011,2015,1
Kiran,14,"CSS, React, LESS, Django, GraphQL, Angular, Git, GitHub",BCA in Computer Science at IIT Delhi,2022,72.68,80.07,68.34,unit School,paper Higher Secondary School,2017,2020,0
Diya,3,"RESTful API, Flask, Webpack, Node.js, JavaScript, GitHub, CSS, React",BCA in Computer Science at IIT Delhi,2002,87.09,77.95,67.79,culture School,drop Higher Secondary School,2000,1999,0
Kiran,4,"GitLab, Flask, Django, Vue.js, Bootstrap, Angular, Responsive Web Design, JavaScript",B.Tech in Computer Science at IISc Bangalore,2005,86.18,84.69,85.13,back School,item Higher Secondary School,2003,2003,0
Kiran,10,"LESS, Node.js, React, Vue.js, GitLab, Angular, Responsive Web Design, RESTful API",B.Tech in Computer Science at IIT Kharagpur,2001,66.08,91.85,61.94,traditional School,theory Higher Secondary School,1998,1998,0
Rahul,8,"Vue.js, HTML, Responsive Web Design, SASS, Git, Webpack, RESTful API, Node.js",B.E in Computer Science at IIT Kanpur,2005,65.03,65.12,87.54,look School,animal Higher Secondary School,2002,2001,0
Ishika,5,"jQuery, Angular, Webpack, GitHub, Express.js, GitLab, Vue.js, HTML",MCA in Computer Science at IIT Bombay,2022,92.59,81.84,70.92,opportunity School,field Higher Secondary School,2018,2021,1
Mira,6,"Django, Angular, GraphQL, Responsive Web Design, JavaScript, Node.js, GitHub, Flask",B.E in Computer Science at IIT Bombay,2005,93.42,87.58,94.39,similar School,brother Higher Secondary School,2003,2002,1
Ravi,1,"Bootstrap, RESTful API, Angular, Django, Webpack, Git, SASS, Responsive Web Design",MCA in Computer Science at IIT Kharagpur,2018,77.07,77.03,94.29,employee School,recent Higher Secondary School,2015,2014,0
Ishika,10,"jQuery, Flask, GraphQL, GitLab, SASS, Angular, Django, CSS",BCA in Computer Science at IIFT Delhi,2006,71.23,66.89,82.59,alone School,election Higher Secondary School,2004,2005,0
Aditi,11,"RESTful API, Node.js, Django, Bootstrap, JavaScript, Responsive Web Design, Express.js, Vue.js",B.E in Computer Science at BITS Pilani,2010,73.08,90.8,71.47,case School,among Higher Secondary School,2007,2007,1
Kiran,5,"Express.js, Node.js, Responsive Web Design, GitHub, jQuery, Bootstrap, SASS, Django",M.E in Computer Science at IIM Lucknow,2005,69.75,65.83,74.93,whose School,medical Higher Secondary School,2003,2004,0
Mira,0,"GraphQL, Node.js, Django, GitHub, CSS, jQuery, Git, JavaScript",M.Tech in Computer Science at IIT Roorkee,2021,86.24,94.52,76.95,seat School,before Higher Secondary School,2018,2020,0
Ishita,9,"LESS, GitHub, Express.js, RESTful API, Flask, GitLab, SASS, Vue.js",B.E in Computer Science at Delhi University,2001,88.55,86.19,85.01,business School,trade Higher Secondary School,1997,2000,1
Ravi,3,"JavaScript, Vue.js, CSS, React, Webpack, GitLab, Angular, Node.js",MCA in Computer Science at IIT Kharagpur,2009,84.16,90.69,66.25,spend School,play Higher Secondary School,2006,2007,0
Ishita,10,"Angular, React, Responsive Web Design, RESTful API, Express.js, GitLab, Git, Webpack",B.E in Computer Science at IISc Bangalore,2015,72.34,86.17,61.43,face School,appear Higher Secondary School,2013,2013,0
Aryan,2,"Django, Node.js, Express.js, Vue.js, JavaScript, Angular, CSS, Webpack",MCA in Computer Science at IIM Calcutta,2008,90.52,63.1,82.65,million School,religious Higher Secondary School,2005,2004,0
Aisha,15,"RESTful API, Angular, Express.js, JavaScript, GitHub, Git, Django, jQuery",MCA in Computer Science at IIT Madras,2012,79.03,67.98,69.29,relationship School,seven Higher Secondary School,2009,2010,0
Anaya,5,"Responsive Web Design, SASS, HTML, Bootstrap, Node.js, Express.js, GitLab, Vue.js",B.E in Computer Science at IIM Lucknow,2000,67.98,64.92,69.63,political School,some Higher Secondary School,1998,1999,0
Sanya,1,"Git, GitHub, Django, HTML, Responsive Web Design, RESTful API, GitLab, Bootstrap",M.Tech in Computer Science at IIFT Delhi,2003,61.11,65.77,82.13,nor School,fill Higher Secondary School,1999,2000,0
