name,years_experience,skills,education,graduation_year,graduation_percentage,tenth_percentage,twelfth_percentage,tenth_school,twelfth_school,tenth_passing_out_year,twelfth_passing_out_year,extracurricular_activities,companies_worked,interpersonal_skills,Criteria_Label
Rahul,3,"Microsoft Excel, Use Case Analysis, SWOT Analysis, Tableau, Market Research, Data Analysis, Requirements Gathering, Process Improvement",BBA in Business Administration at IIT Kharagpur,2000,90.43,93.59,79.14,interest School,strategy Higher Secondary School,1997,1998,"Language Club, Chess Club, Literary Club","Bain & Company, BCG","Leadership, Time Management, Teamwork",0
Aryan,14,"Power BI, Microsoft Excel, Stakeholder Management, User Acceptance Testing (UAT), SWOT Analysis, Risk Analysis, Process Improvement, Gap Analysis",B.Com in Business Administration at NIT Trichy,2008,85.29,74.62,60.59,believe School,produce Higher Secondary School,2004,2005,,"Ernst & Young, Google, BCG","Leadership, Empathy, Time Management, Communication",0
Aisha,6,"Market Research, Gap Analysis, Business Intelligence, Stakeholder Management, Project Management, User Acceptance Testing (UAT), Requirements Gathering, Use Case Analysis",MBA in Business Administration at IIM Bangalore,2011,69.23,74.41,62.16,old School,measure Higher Secondary School,2009,2009,"Art Club, Literary Club, Chess Club, Sports","IBM, McKinsey & Company, KPMG","Negotiation, Time Management, Problem-solving, Adaptability",0
Yash,12,"SQL, Project Management, Gap Analysis, Stakeholder Management, Tableau, Use Case Analysis, Data Visualization, Data Analysis",BBA in Business Administration at IIFT Delhi,2001,81.19,69.4,68.76,cost School,try Higher Secondary School,1999,2000,"Literary Club, Debate Club, Drama Club","McKinsey & Company, TCS, Oracle","Adaptability, Time Management",0
Neha,11,"Requirements Gathering, Project Management, Data Visualization, SQL, Use Case Analysis, Market Research, Process Improvement, SWOT Analysis",BBA in Business Administration at IIM Bangalore,2003,85.77,86.43,94.96,identify School,capital Higher Secondary School,1998,2000,,"Ernst & Young, PwC, Microsoft","Conflict Resolution, Decision Making",1
Kiran,3,"SWOT Analysis, Data Visualization, Requirements Gathering, Use Case Analysis, Market Research, User Acceptance Testing (UAT), SQL, Agile Methodology",PGDM in Business Administration at IIT Madras,2013,61.42,78.69,93.76,support School,choose Higher Secondary School,2009,2010,,Ernst & Young,"Leadership, Active Listening, Time Management",0
Aisha,6,"Data Analysis, SWOT Analysis, Tableau, Power BI, Process Improvement, Market Research, Microsoft Excel, Financial Modeling",B.Com in Business Administration at NIT Trichy,2000,86.1,74.74,83.77,reflect School,from Higher Secondary School,1997,1998,"Community Service, Music Club, Coding Club, Chess Club, Robotics Club",Amazon,"Active Listening, Empathy, Persuasion, Negotiation, Leadership",1
Aryan,14,"Process Improvement, Financial Modeling, Power BI, User Acceptance Testing (UAT), Agile Methodology, SQL, Market Research, Project Management",BBA in Business Administration at Jawaharlal Nehru University,2022,77.31,92.12,71.87,work School,standard Higher Secondary School,2019,2018,"Coding Club, Drama Club, Student Government, Art Club","Goldman Sachs, PwC, Amazon","Negotiation, Persuasion, Teamwork, Empathy, Adaptability",1
Ishika,14,"Stakeholder Management, SWOT Analysis, Data Analysis, Power BI, Process Improvement, Market Research, Requirements Gathering, Tableau",PGDM in Business Administration at IIT Kharagpur,2013,79.6,88.82,66.06,fly School,establish Higher Secondary School,2008,2012,"Science Club, Art Club","Oracle, Google","Creativity, Conflict Resolution, Leadership, Communication",0
Kiran,11,"Data Analysis, Risk Analysis, Gap Analysis, Market Research, Financial Modeling, SWOT Analysis, Process Improvement, Project Management",BBA in Business Administration at IIT Kharagpur,2018,63.14,70.61,83.32,else School,question Higher Secondary School,2013,2015,Coding Club,"Goldman Sachs, Microsoft, Accenture","Creativity, Active Listening",0
Rahul,0,"Financial Modeling, Process Improvement, Business Intelligence, Data Visualization, Requirements Gathering, Market Research, Power BI, Tableau",MBA in Business Administration at Anna University,2020,84.94,70.57,80.0,leader School,subject Higher Secondary School,2016,2019,"Community Service, Language Club, Literary Club","IBM, TCS","Problem-solving, Decision Making, Persuasion, Adaptability, Empathy",0
Aryan,7,"Requirements Gathering, Microsoft Excel, Risk Analysis, Data Visualization, SWOT Analysis, Business Intelligence, Market Research, Process Improvement",MBA in Business Administration at IIT Roorkee,2009,74.49,69.02,91.1,yard School,few Higher Secondary School,2004,2005,"Community Service, Robotics Club, Science Club","Oracle, TCS, McKinsey & Company","Adaptability, Teamwork",0
Pranav,14,"Microsoft Excel, Financial Modeling, Power BI, Project Management, SQL, User Acceptance Testing (UAT), Data Analysis, Market Research",MBA in Business Administration at Anna University,2017,62.86,74.18,90.85,improve School,fill Higher Secondary School,2013,2015,"Music Club, Student Government","Amazon, IBM","Persuasion, Problem-solving, Teamwork",0
Aisha,6,"Microsoft Excel, Market Research, Stakeholder Management, Requirements Gathering, Use Case Analysis, Risk Analysis, Tableau, Data Visualization",BBA in Business Administration at Anna University,2009,80.05,84.41,70.07,fast School,would Higher Secondary School,2006,2005,"Literary Club, Drama Club, Chess Club, Sports","Bain & Company, McKinsey & Company, Google","Teamwork, Leadership, Adaptability, Negotiation, Empathy",1
Rahul,10,"Tableau, Gap Analysis, Process Improvement, Microsoft Excel, Market Research, Financial Modeling, SWOT Analysis, SQL",BBA in Business Administration at IIM Calcutta,2007,82.81,92.11,92.09,bring School,paper Higher Secondary School,2003,2006,"Music Club, Robotics Club","Ernst & Young, Microsoft, Google","Persuasion, Decision Making, Leadership, Time Management, Active Listening",1
Sanya,2,"Use Case Analysis, SQL, User Acceptance Testing (UAT), Financial Modeling, Project Management, Business Intelligence, Gap Analysis, Market Research",B.Com in Business Administration at Delhi University,2018,61.35,72.92,91.55,beautiful School,defense Higher Secondary School,2015,2016,,"Accenture, PwC","Problem-solving, Leadership, Adaptability, Communication, Active Listening",0
Ravi,11,"SWOT Analysis, Process Improvement, Data Analysis, Financial Modeling, Project Management, Tableau, Agile Methodology, Use Case Analysis",B.Com in Business Administration at NIT Trichy,2002,74.61,62.29,83.94,on School,heavy Higher Secondary School,1998,2000,,"Oracle, BCG, Infosys","Conflict Resolution, Leadership, Communication",0
Aarav,12,"Stakeholder Management, Power BI, Data Analysis, Project Management, SQL, Process Improvement, Risk Analysis, Market Research",PGDM in Business Administration at Delhi University,2008,84.19,73.63,92.88,according School,necessary Higher Secondary School,2004,2007,Drama Club,"Bain & Company, KPMG, Apple","Communication, Teamwork, Creativity, Problem-solving, Persuasion",1
Diya,3,"Power BI, User Acceptance Testing (UAT), Data Visualization, Data Analysis, Market Research, Tableau, Process Improvement, SQL",B.Com in Business Administration at IIT Kanpur,2011,81.74,78.02,62.33,just School,most Higher Secondary School,2006,2007,"Music Club, Community Service","Ernst & Young, Deloitte","Adaptability, Active Listening",0
Ravi,15,"Stakeholder Management, Use Case Analysis, Process Improvement, Agile Methodology, Microsoft Excel, Gap Analysis, Financial Modeling, Risk Analysis",PGDM in Business Administration at IIT Kanpur,2016,91.62,79.92,92.89,international School,trouble Higher Secondary School,2013,2013,"Coding Club, Sports, Chess Club, Robotics Club, Student Government","KPMG, IBM, Goldman Sachs","Teamwork, Persuasion, Negotiation",1
Mira,7,"Business Intelligence, User Acceptance Testing (UAT), Requirements Gathering, Process Improvement, Gap Analysis, Data Analysis, Data Visualization, Financial Modeling",BBA in Business Administration at IIFT Delhi,2002,91.73,73.66,66.06,child School,front Higher Secondary School,1997,1999,"Science Club, Literary Club, Robotics Club, Chess Club, Drama Club","Microsoft, Bain & Company, Ernst & Young","Negotiation, Conflict Resolution, Teamwork, Decision Making",0
Ishika,8,"Use Case Analysis, Market Research, Financial Modeling, Agile Methodology, Process Improvement, SQL, Gap Analysis, Data Visualization",MBA in Business Administration at Anna University,2012,82.4,76.35,78.84,consumer School,address Higher Secondary School,2010,2008,"Robotics Club, Drama Club","Oracle, Goldman Sachs","Persuasion, Teamwork, Empathy, Time Management",1
Rohan,14,"Tableau, Process Improvement, SWOT Analysis, Project Management, Use Case Analysis, Business Intelligence, Data Analysis, Microsoft Excel",PGDM in Business Administration at IIM Lucknow,2014,70.36,77.44,79.39,will School,test Higher Secondary School,2010,2012,"Literary Club, Sports",Amazon,"Negotiation, Communication, Persuasion",1
Aarav,3,"Agile Methodology, Data Visualization, Gap Analysis, SQL, User Acceptance Testing (UAT), Financial Modeling, SWOT Analysis, Project Management",MBA in Business Administration at IIT Roorkee,2020,78.87,78.4,61.04,future School,might Higher Secondary School,2017,2016,,Apple,"Adaptability, Persuasion, Active Listening, Problem-solving, Empathy",0
Rahul,11,"Agile Methodology, User Acceptance Testing (UAT), Data Analysis, Gap Analysis, Risk Analysis, Tableau, Project Management, Use Case Analysis",PGDM in Business Administration at IIM Calcutta,2010,80.23,66.99,61.23,stock School,later Higher Secondary School,2007,2006,"Community Service, Volunteering, Chess Club, Student Government, Science Club","Goldman Sachs, Microsoft","Leadership, Creativity",0
Arjun,14,"Data Analysis, Agile Methodology, User Acceptance Testing (UAT), Use Case Analysis, Power BI, Business Intelligence, Data Visualization, Market Research",B.Com in Business Administration at IIT Kanpur,2017,82.08,80.27,70.47,often School,green Higher Secondary School,2014,2013,"Chess Club, Volunteering",McKinsey & Company,"Creativity, Problem-solving, Teamwork",1
Ishita,11,"Power BI, Business Intelligence, SWOT Analysis, Gap Analysis, Project Management, User Acceptance Testing (UAT), Risk Analysis, Process Improvement",B.Com in Business Administration at NIT Warangal,2009,71.62,74.51,82.77,different School,traditional Higher Secondary School,2005,2007,"Science Club, Coding Club",Goldman Sachs,"Empathy, Adaptability, Problem-solving, Conflict Resolution, Teamwork",1
Yash,15,"Project Management, Data Analysis, Microsoft Excel, Requirements Gathering, Market Research, SWOT Analysis, SQL, Data Visualization",MBA in Business Administration at IIM Calcutta,2020,79.76,87.89,74.15,down School,wait Higher Secondary School,2018,2017,"Language Club, Drama Club, Music Club, Debate Club, Science Club","Ernst & Young, Microsoft, IBM","Teamwork, Empathy",1
Rahul,8,"Data Analysis, Market Research, SQL, Risk Analysis, Power BI, Agile Methodology, Data Visualization, Tableau",MBA in Business Administration at IIT Roorkee,2016,82.67,94.36,84.51,dog School,week Higher Secondary School,2013,2012,Robotics Club,Deloitte,"Persuasion, Creativity",1
Arjun,2,"SQL, Market Research, Stakeholder Management, SWOT Analysis, Use Case Analysis, Microsoft Excel, Data Analysis, Financial Modeling",MBA in Business Administration at IIM Ahmedabad,2002,66.64,63.99,86.29,little School,attorney Higher Secondary School,1997,1998,"Music Club, Literary Club","IBM, Deloitte","Negotiation, Conflict Resolution, Creativity",0
Neha,4,"Agile Methodology, SQL, Project Management, User Acceptance Testing (UAT), Process Improvement, Business Intelligence, Microsoft Excel, Stakeholder Management",MBA in Business Administration at NIT Trichy,2021,75.09,74.65,78.48,score School,floor Higher Secondary School,2016,2017,"Art Club, Science Club, Debate Club","Amazon, Goldman Sachs, Google","Active Listening, Empathy, Negotiation, Teamwork, Adaptability",0
Aryan,0,"Agile Methodology, User Acceptance Testing (UAT), Financial Modeling, Power BI, Risk Analysis, Stakeholder Management, Data Visualization, Project Management",MBA in Business Administration at IIT Kanpur,2018,70.66,65.5,79.08,economy School,price Higher Secondary School,2016,2014,"Music Club, Sports, Coding Club, Art Club",Facebook,"Conflict Resolution, Negotiation, Decision Making",0
Pranav,1,"Use Case Analysis, Data Analysis, Business Intelligence, SQL, Market Research, Process Improvement, Agile Methodology, Microsoft Excel",MBA in Business Administration at IIT Bombay,2001,93.48,87.53,65.52,sport School,church Higher Secondary School,1997,2000,Music Club,"Infosys, McKinsey & Company, Facebook","Teamwork, Adaptability",0
Diya,6,"Gap Analysis, Project Management, Requirements Gathering, Data Visualization, Market Research, Stakeholder Management, Business Intelligence, Financial Modeling",B.Com in Business Administration at IIFT Delhi,2015,91.23,82.77,72.43,sort School,push Higher Secondary School,2013,2013,Robotics Club,"KPMG, Oracle","Decision Making, Conflict Resolution, Empathy",1
Arjun,9,"Financial Modeling, Requirements Gathering, Data Visualization, Process Improvement, Business Intelligence, SQL, Data Analysis, User Acceptance Testing (UAT)",PGDM in Business Administration at NIT Trichy,2009,64.52,80.87,87.78,executive School,plant Higher Secondary School,2006,2008,Community Service,Amazon,"Empathy, Teamwork, Persuasion, Decision Making, Creativity",0
Arjun,4,"Use Case Analysis, Risk Analysis, Financial Modeling, SWOT Analysis, Power BI, Agile Methodology, Microsoft Excel, Data Analysis",B.Com in Business Administration at IIT Kharagpur,2000,74.56,93.23,63.42,manager School,learn Higher Secondary School,1995,1998,"Language Club, Literary Club, Art Club","Bain & Company, Facebook","Decision Making, Active Listening, Persuasion, Adaptability",0
Vikram,11,"Data Analysis, Gap Analysis, Requirements Gathering, Use Case Analysis, SWOT Analysis, Financial Modeling, Project Management, Data Visualization",BBA in Business Administration at IIFT Delhi,2005,67.59,93.33,85.54,reach School,audience Higher Secondary School,2000,2003,Art Club,"TCS, Oracle","Leadership, Teamwork, Time Management, Problem-solving, Decision Making",0
Ravi,5,"Tableau, Data Visualization, Stakeholder Management, Agile Methodology, Project Management, User Acceptance Testing (UAT), Financial Modeling, Power BI",MBA in Business Administration at IIM Ahmedabad,2022,68.08,80.75,83.35,get School,fact Higher Secondary School,2018,2018,"Debate Club, Music Club","Oracle, TCS","Persuasion, Time Management",0
Mira,1,"User Acceptance Testing (UAT), Use Case Analysis, SWOT Analysis, Gap Analysis, Risk Analysis, SQL, Requirements Gathering, Stakeholder Management",B.Com in Business Administration at IIT Kanpur,2022,76.9,64.35,62.35,student School,across Higher Secondary School,2019,2019,,Google,"Empathy, Problem-solving, Negotiation, Teamwork",0
Anaya,6,"Market Research, SQL, Stakeholder Management, Microsoft Excel, Financial Modeling, Requirements Gathering, Agile Methodology, Data Visualization",B.Com in Business Administration at NIT Warangal,2009,87.5,64.36,64.8,use School,left Higher Secondary School,2007,2007,"Science Club, Drama Club, Community Service",PwC,"Persuasion, Negotiation",0
Arjun,9,"Financial Modeling, Business Intelligence, Stakeholder Management, Power BI, SQL, Data Analysis, User Acceptance Testing (UAT), Risk Analysis",B.Com in Business Administration at NIT Trichy,2021,79.37,71.82,89.56,style School,pretty Higher Secondary School,2018,2020,,"Microsoft, Facebook","Leadership, Decision Making",1
Arjun,14,"Tableau, Use Case Analysis, Financial Modeling, Risk Analysis, Data Visualization, SQL, User Acceptance Testing (UAT), Process Improvement",PGDM in Business Administration at Anna University,2009,69.15,89.14,60.34,cut School,movie Higher Secondary School,2006,2006,Science Club,"Goldman Sachs, Infosys, Bain & Company","Leadership, Active Listening",0
Neha,3,"Business Intelligence, Risk Analysis, Requirements Gathering, Power BI, Use Case Analysis, Stakeholder Management, Market Research, SWOT Analysis",B.Com in Business Administration at NIT Warangal,2003,78.5,74.45,66.58,never School,decision Higher Secondary School,1998,2000,"Science Club, Language Club, Robotics Club, Debate Club","Amazon, Microsoft","Persuasion, Problem-solving, Negotiation",0
Diya,14,"Requirements Gathering, Process Improvement, Project Management, Tableau, Data Visualization, SWOT Analysis, Risk Analysis, Gap Analysis",BBA in Business Administration at IIT Kharagpur,2011,76.17,87.94,90.22,reason School,support Higher Secondary School,2006,2009,"Drama Club, Volunteering, Language Club, Community Service",BCG,"Teamwork, Active Listening",1
Yash,6,"Stakeholder Management, Business Intelligence, Requirements Gathering, Market Research, Power BI, Gap Analysis, Use Case Analysis, Risk Analysis",B.Com in Business Administration at IIM Ahmedabad,2009,78.7,74.71,80.07,will School,increase Higher Secondary School,2007,2007,"Sports, Language Club","Microsoft, Ernst & Young, Infosys","Communication, Conflict Resolution, Decision Making, Adaptability",1
Ishita,3,"Stakeholder Management, Project Management, SWOT Analysis, Requirements Gathering, Data Analysis, Gap Analysis, Business Intelligence, Market Research",MBA in Business Administration at NIT Warangal,2008,76.25,83.0,61.32,property School,my Higher Secondary School,2005,2007,Literary Club,Ernst & Young,"Time Management, Persuasion",0
Ishita,4,"SQL, Market Research, Data Analysis, Tableau, Power BI, Gap Analysis, SWOT Analysis, Financial Modeling",MBA in Business Administration at IIT Kanpur,2011,72.03,94.67,85.01,direction School,benefit Higher Secondary School,2007,2010,"Science Club, Drama Club",McKinsey & Company,"Active Listening, Time Management, Empathy, Negotiation, Leadership",0
Ravi,15,"Process Improvement, Market Research, Use Case Analysis, Stakeholder Management, SWOT Analysis, Gap Analysis, Microsoft Excel, Data Analysis",PGDM in Business Administration at IIT Kharagpur,2000,73.01,76.12,84.82,science School,nearly Higher Secondary School,1998,1998,Language Club,PwC,"Leadership, Time Management, Conflict Resolution, Problem-solving, Communication",1
Mira,6,"User Acceptance Testing (UAT), Stakeholder Management, Risk Analysis, Gap Analysis, Financial Modeling, Agile Methodology, Data Visualization, SQL",BBA in Business Administration at IIM Ahmedabad,2008,63.37,64.83,89.92,job School,section Higher Secondary School,2004,2005,Student Government,"Goldman Sachs, Accenture, Bain & Company","Teamwork, Persuasion",0
Diya,6,"SQL, Market Research, Stakeholder Management, Tableau, Gap Analysis, Data Analysis, Risk Analysis, Requirements Gathering",PGDM in Business Administration at IIM Bangalore,2010,85.78,62.55,78.58,administration School,also Higher Secondary School,2006,2008,Literary Club,"KPMG, Oracle, Infosys","Conflict Resolution, Persuasion, Decision Making, Creativity, Teamwork",0
Rohan,4,"Use Case Analysis, Microsoft Excel, Data Analysis, Risk Analysis, Project Management, Data Visualization, Stakeholder Management, Process Improvement",BBA in Business Administration at IIM Calcutta,2019,93.08,60.23,81.06,poor School,bed Higher Secondary School,2016,2018,"Drama Club, Community Service","Bain & Company, TCS, Goldman Sachs","Adaptability, Negotiation, Decision Making, Problem-solving",0
Diya,12,"SQL, Risk Analysis, Gap Analysis, Microsoft Excel, Financial Modeling, Agile Methodology, User Acceptance Testing (UAT), Business Intelligence",B.Com in Business Administration at BITS Pilani,2022,76.64,91.52,60.12,trial School,kind Higher Secondary School,2017,2020,Science Club,"PwC, BCG, Ernst & Young","Communication, Conflict Resolution, Decision Making",0
Aryan,15,"Process Improvement, SQL, Use Case Analysis, User Acceptance Testing (UAT), SWOT Analysis, Stakeholder Management, Agile Methodology, Tableau",BBA in Business Administration at IIT Kanpur,2015,67.17,91.16,82.01,country School,I Higher Secondary School,2012,2013,"Volunteering, Chess Club, Sports","Bain & Company, Oracle","Decision Making, Conflict Resolution, Communication, Empathy",0
Vikram,0,"Data Analysis, Stakeholder Management, Requirements Gathering, Microsoft Excel, Power BI, Data Visualization, Process Improvement, Risk Analysis",BBA in Business Administration at Jawaharlal Nehru University,2018,78.02,90.71,66.45,federal School,pay Higher Secondary School,2014,2015,"Community Service, Coding Club","McKinsey & Company, Amazon","Persuasion, Creativity, Communication, Decision Making",0
Ravi,0,"Data Analysis, Process Improvement, Gap Analysis, Agile Methodology, Requirements Gathering, Microsoft Excel, Financial Modeling, Stakeholder Management",PGDM in Business Administration at IISc Bangalore,2022,66.71,72.67,74.94,record School,key Higher Secondary School,2019,2020,Art Club,"Ernst & Young, Amazon","Leadership, Teamwork, Negotiation, Persuasion, Active Listening",0
Anaya,14,"Financial Modeling, Market Research, SWOT Analysis, Agile Methodology, Data Visualization, Stakeholder Management, Tableau, Business Intelligence",MBA in Business Administration at IISc Bangalore,2000,79.92,76.53,65.59,head School,question Higher Secondary School,1998,1998,,"McKinsey & Company, Microsoft","Empathy, Teamwork",0
Varun,12,"Data Visualization, Market Research, Data Analysis, Agile Methodology, Use Case Analysis, Stakeholder Management, SWOT Analysis, Process Improvement",B.Com in Business Administration at IIT Kharagpur,2019,60.55,83.29,61.92,without School,statement Higher Secondary School,2014,2018,"Literary Club, Language Club, Art Club",Oracle,"Conflict Resolution, Problem-solving, Active Listening, Negotiation",0
Varun,12,"Agile Methodology, Project Management, Data Visualization, Business Intelligence, Data Analysis, Financial Modeling, SWOT Analysis, Power BI",MBA in Business Administration at IIT Bombay,2012,81.38,85.67,67.88,magazine School,people Higher Secondary School,2010,2008,"Sports, Student Government, Music Club, Volunteering",Oracle,"Teamwork, Decision Making, Active Listening, Adaptability, Empathy",0
Ravi,7,"Use Case Analysis, User Acceptance Testing (UAT), Microsoft Excel, SQL, Business Intelligence, Tableau, Financial Modeling, Stakeholder Management",PGDM in Business Administration at IIM Lucknow,2002,69.51,78.83,92.78,impact School,large Higher Secondary School,2000,1998,Music Club,"Accenture, Amazon, McKinsey & Company","Empathy, Creativity, Communication",0
Aditi,13,"Market Research, Project Management, Power BI, Data Visualization, Data Analysis, Stakeholder Management, Tableau, Requirements Gathering",BBA in Business Administration at IIM Ahmedabad,2013,88.83,60.41,86.49,agreement School,apply Higher Secondary School,2010,2009,,"Ernst & Young, IBM, Deloitte","Negotiation, Persuasion",0
Aditi,15,"Microsoft Excel, Agile Methodology, Business Intelligence, Data Visualization, Data Analysis, Risk Analysis, Process Improvement, Financial Modeling",BBA in Business Administration at IIT Bombay,2019,91.51,61.02,79.52,note School,build Higher Secondary School,2014,2016,"Drama Club, Volunteering, Robotics Club, Sports",Apple,"Decision Making, Persuasion",0
Anaya,12,"Power BI, Tableau, User Acceptance Testing (UAT), Use Case Analysis, Risk Analysis, Requirements Gathering, Financial Modeling, Microsoft Excel",PGDM in Business Administration at IIM Bangalore,2003,89.54,68.61,77.6,sense School,matter Higher Secondary School,1998,2002,"Science Club, Sports, Music Club, Drama Club, Chess Club","Deloitte, McKinsey & Company","Leadership, Creativity, Decision Making",0
Rahul,1,"Process Improvement, Business Intelligence, Financial Modeling, Gap Analysis, Data Analysis, Microsoft Excel, Risk Analysis, SQL",MBA in Business Administration at Jawaharlal Nehru University,2022,66.54,60.61,60.12,action School,current Higher Secondary School,2020,2021,"Music Club, Chess Club, Coding Club, Language Club",Infosys,"Active Listening, Empathy, Communication, Creativity",0
Vikram,5,"Agile Methodology, Requirements Gathering, Project Management, Use Case Analysis, Gap Analysis, Stakeholder Management, Business Intelligence, Microsoft Excel",BBA in Business Administration at BITS Pilani,2002,94.52,78.64,73.26,state School,think Higher Secondary School,1997,2000,"Language Club, Music Club, Student Government","McKinsey & Company, TCS","Empathy, Adaptability, Conflict Resolution, Creativity, Decision Making",1
Ishita,6,"Tableau, Data Visualization, Financial Modeling, Agile Methodology, Stakeholder Management, SWOT Analysis, Power BI, User Acceptance Testing (UAT)",MBA in Business Administration at IIT Delhi,2018,85.38,68.56,73.59,hotel School,hospital Higher Secondary School,2013,2015,,"Infosys, IBM, Apple","Creativity, Negotiation, Time Management, Empathy",0
Ishika,0,"Stakeholder Management, Risk Analysis, SQL, Market Research, Gap Analysis, Process Improvement, Microsoft Excel, Business Intelligence",MBA in Business Administration at Anna University,2000,88.52,94.26,65.86,everyone School,western Higher Secondary School,1996,1999,"Science Club, Literary Club",Google,"Decision Making, Teamwork, Creativity, Persuasion",0
Aditi,14,"Risk Analysis, SQL, Requirements Gathering, Power BI, Microsoft Excel, Stakeholder Management, Financial Modeling, User Acceptance Testing (UAT)",B.Com in Business Administration at IIT Delhi,2021,70.71,91.12,74.55,future School,high Higher Secondary School,2016,2020,"Music Club, Science Club, Student Government, Robotics Club, Language Club",Bain & Company,"Negotiation, Time Management, Leadership, Communication, Empathy",1
Varun,0,"Data Analysis, Requirements Gathering, Gap Analysis, Tableau, Business Intelligence, Use Case Analysis, Project Management, User Acceptance Testing (UAT)",PGDM in Business Administration at Delhi University,2000,61.54,68.64,79.06,attention School,employee Higher Secondary School,1995,1998,"Art Club, Robotics Club, Science Club","Deloitte, McKinsey & Company","Creativity, Leadership",0
Yash,10,"Stakeholder Management, Data Analysis, Risk Analysis, User Acceptance Testing (UAT), Microsoft Excel, Data Visualization, Tableau, Project Management",B.Com in Business Administration at IIT Roorkee,2004,83.27,62.83,70.55,into School,set Higher Secondary School,2002,2001,"Art Club, Robotics Club, Chess Club, Literary Club, Coding Club",KPMG,"Creativity, Teamwork, Time Management, Problem-solving",0
Aarav,3,"SWOT Analysis, Stakeholder Management, Project Management, Business Intelligence, Microsoft Excel, Gap Analysis, Risk Analysis, Use Case Analysis",MBA in Business Administration at IIFT Delhi,2008,80.38,71.43,92.68,term School,nothing Higher Secondary School,2004,2004,,Infosys,"Persuasion, Creativity, Decision Making",0
Pranav,9,"Data Analysis, SWOT Analysis, Financial Modeling, Process Improvement, Market Research, Requirements Gathering, Project Management, Business Intelligence",B.Com in Business Administration at IIM Calcutta,2001,88.61,86.0,71.78,great School,practice Higher Secondary School,1999,2000,"Drama Club, Chess Club, Sports","Oracle, BCG","Creativity, Conflict Resolution",1
Aryan,3,"Microsoft Excel, Business Intelligence, Risk Analysis, Use Case Analysis, Financial Modeling, Gap Analysis, User Acceptance Testing (UAT), Stakeholder Management",PGDM in Business Administration at IIT Kanpur,2000,91.34,69.65,63.17,phone School,morning Higher Secondary School,1995,1996,,Apple,"Teamwork, Empathy, Negotiation",0
Anaya,7,"Project Management, Risk Analysis, Agile Methodology, Stakeholder Management, Power BI, Process Improvement, Data Visualization, SQL",B.Com in Business Administration at IIM Lucknow,2009,60.02,70.39,71.87,likely School,away Higher Secondary School,2004,2005,,"TCS, BCG","Active Listening, Negotiation, Communication, Persuasion",0
Aarav,11,"Stakeholder Management, SWOT Analysis, Market Research, Business Intelligence, User Acceptance Testing (UAT), Project Management, Requirements Gathering, SQL",BBA in Business Administration at BITS Pilani,2004,81.84,73.43,65.17,effect School,up Higher Secondary School,2002,2003,"Community Service, Chess Club, Science Club","Oracle, Bain & Company, Microsoft","Communication, Decision Making, Problem-solving",0
Ishita,12,"Financial Modeling, Data Analysis, Process Improvement, SWOT Analysis, Power BI, Business Intelligence, Project Management, User Acceptance Testing (UAT)",BBA in Business Administration at IIFT Delhi,2015,67.76,72.89,91.69,evidence School,fact Higher Secondary School,2013,2012,"Literary Club, Robotics Club, Art Club, Student Government","Deloitte, KPMG","Active Listening, Teamwork, Problem-solving, Conflict Resolution",0
Rahul,12,"Market Research, Tableau, Requirements Gathering, Business Intelligence, Financial Modeling, Process Improvement, SWOT Analysis, Agile Methodology",BBA in Business Administration at NIT Warangal,2002,64.73,90.04,81.38,professor School,very Higher Secondary School,2000,2000,"Student Government, Literary Club, Robotics Club, Volunteering","Apple, McKinsey & Company","Persuasion, Conflict Resolution",0
Pranav,0,"Tableau, User Acceptance Testing (UAT), Microsoft Excel, Power BI, Data Analysis, Agile Methodology, Business Intelligence, Project Management",BBA in Business Administration at IIT Bombay,2000,83.3,62.6,68.13,court School,soon Higher Secondary School,1995,1999,"Literary Club, Student Government, Language Club, Volunteering",Apple,"Conflict Resolution, Negotiation, Communication, Adaptability",0
Aditi,1,"Risk Analysis, Requirements Gathering, SWOT Analysis, Business Intelligence, Financial Modeling, Gap Analysis, User Acceptance Testing (UAT), Use Case Analysis",MBA in Business Administration at IISc Bangalore,2015,61.9,62.43,88.45,across School,social Higher Secondary School,2011,2013,Community Service,"Ernst & Young, Microsoft, Infosys","Conflict Resolution, Active Listening, Time Management, Teamwork, Empathy",0
Yash,5,"Tableau, Data Analysis, Data Visualization, Market Research, Requirements Gathering, SQL, Business Intelligence, Project Management",MBA in Business Administration at IIT Kharagpur,2016,68.3,81.98,71.47,bed School,apply Higher Secondary School,2011,2012,"Debate Club, Art Club, Community Service, Chess Club","Amazon, Facebook, Deloitte","Empathy, Decision Making, Problem-solving, Adaptability",0
Aryan,9,"Use Case Analysis, Agile Methodology, Stakeholder Management, Data Analysis, Microsoft Excel, Tableau, Power BI, Financial Modeling",PGDM in Business Administration at Delhi University,2002,72.29,85.99,84.83,care School,standard Higher Secondary School,1998,2000,"Art Club, Student Government, Drama Club, Robotics Club",Oracle,"Creativity, Communication",1
Aisha,2,"Microsoft Excel, Project Management, User Acceptance Testing (UAT), Power BI, SQL, Agile Methodology, Stakeholder Management, Use Case Analysis",B.Com in Business Administration at IIT Bombay,2009,69.45,90.52,72.52,politics School,chance Higher Secondary School,2004,2008,"Sports, Language Club","KPMG, Google","Empathy, Teamwork, Problem-solving, Creativity, Conflict Resolution",0
